year,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
2017,Ogun Waterside,Ogun,7.230540823,833,112
2017,Oguta,Imo,8.173844594,142,86
2017,Ohafia,Abia,7.469724912,939,50
2017,Ohaji/Egbema,Imo,7.700441957,921,163
2017,Ohaozara,Ebonyi,8.326052984,458,161
2017,Ohaukwu,Ebonyi,8.674708525,448,146
2017,Ohimini,Benue,8.938397551,1000,108
2017,Oji River,Enugu,9.005469542,233,154
2017,Ojo,Lagos,6.453021407,432,88
2017,Oju,Benue,8.390366232,246,170
2017,Oke Ero,Kwara,6.099675042,960,66
2017,Okehi,Kogi,8.54076163,282,166
2017,Okene,Kogi,8.929187457,333,54
2017,Okigwe,Imo,8.452606837,628,175
2017,Okitipupa,Ondo,7.404532397,889,109
2017,Okobo,Akwa Ibom,5.285677009,786,114
2017,Okpe,Delta,7.877253112,221,151
2017,Okpokwu,Benue,9.01712113,289,97
2017,Okrika,Rivers,6.047391653,135,196
2017,Ola-Oluwa,Osun,5.774588108,128,145
2017,Olamaboro,Kogi,9.280004585,886,101
2017,Olorunda,Osun,5.634910107,191,176
2017,Olorunsogo,Oyo,3.746769926,880,72
2017,Oluyole,Oyo,6.362337399,751,122
2017,Omala,Kogi,8.597096767,526,182
2017,Omuma,Rivers,6.835216761,360,156
2017,Ona-Ara,Oyo,6.34072022,367,135
2017,Ondo East,Ondo,7.310693204,855,157
2017,Ondo West,Ondo,7.32757628,321,109
2017,Onicha,Ebonyi,8.403476312,956,63
2017,Onitsha North,Anambra,9.056721687,469,194
2017,Onitsha South,Anambra,9.15722394,388,66
2017,Onna,Akwa Ibom,5.189523983,751,157
2017,Opobo-Nkoro,Rivers,5.132643859,563,89
2017,Oredo,Edo,8.074205101,613,148
2017,Orelope,Oyo,3.528174472,994,58
2017,Orhionmwon,Edo,8.576835087,626,167
2017,Ori Ire,Oyo,4.591125752,836,99
2017,Oriade,Osun,6.795139756,122,156
2017,Orlu,Imo,8.461656761,803,69
2017,Orolu,Osun,5.519578775,531,114
2017,Oron,Akwa Ibom,5.262226582,149,65
2017,Orsu,Imo,8.361009121,957,96
2017,Oru East,Imo,8.288054943,319,165
2017,Oru West,Imo,8.595019817,371,56
2017,Oruk Anam,Akwa Ibom,6.005829394,384,161
2017,Orumba North,Anambra,8.92900779,872,149
2017,Orumba South,Anambra,8.893119812,255,51
2017,Ose,Ondo,8.390553309,480,181
2017,Oshimili North,Delta,9.143462539,881,155
2017,Oshimili South,Delta,9.134787178,978,99
2017,Oshodi-Isolo,Lagos,6.590627193,125,53
2017,Osisioma,Abia,7.020483017,681,77
2017,Osogbo,Osun,5.847983996,124,128
2017,Otukpo,Benue,8.705853527,121,73
2017,Ovia North-East,Edo,8.279194398,528,83
2017,Ovia South-West,Edo,7.942867051,759,89
2017,Owan East,Edo,8.918798051,396,74
2017,Owan West,Edo,8.688754807,107,197
2017,Owerri Municipal,Imo,7.524809837,487,126
2017,Owerri North,Imo,7.690645278,661,119
2017,Owerri West,Imo,7.772715271,336,152
2017,Owo,Ondo,8.140286379,191,97
2017,Oye,Ekiti,6.746366024,321,159
2017,Oyi,Anambra,9.234057426,691,140
2017,Oyigbo,Rivers,6.254416287,713,91
2017,Oyo East,Oyo,5.681195042,543,57
2017,Oyo West,Oyo,5.063857882,841,180
2017,Oyun,Kwara,5.41302628,415,54
2017,Paikoro,Niger,5.731638021,989,197
2017,Pankshin,Plateau,5.152807606,193,61
2017,Patani,Delta,6.832743713,125,121
2017,Pategi,Kwara,6.023126262,991,124
2017,Port Harcourt,Rivers,6.381117344,619,170
2017,Potiskum,Yobe,2.309567319,330,137
2017,Qua'an Pan,Plateau,6.078654212,150,135
2017,Rabah,Sokoto,3.142952344,701,108
2017,Rafi,Niger,4.514731632,715,71
2017,Rano,Kano,4.68434993,724,143
2017,Remo North,Ogun,6.628900664,276,67
2017,Rijau,Niger,3.42537404,206,57
2017,Rimi,Katsina,4.088819082,297,99
2017,Rimin Gado,Kano,5.018230438,428,69
2017,Ringim,Jigawa,4.271901972,805,193
2017,Riyom,Plateau,5.359672564,469,175
2017,Rogo,Kano,4.861422172,717,118
2017,Roni,Jigawa,4.52128013,314,88
2017,Sabon Gari,Kaduna,4.659080863,950,180
2017,Sabon Birni,Sokoto,2.898165094,194,78
2017,Sabuwa,Katsina,4.715000629,628,89
2017,Safana,Katsina,4.229877716,557,163
2017,Sagbama,Bayelsa,6.960776395,370,171
2017,Sakaba,Kebbi,3.699830878,906,164
2017,Saki East,Oyo,3.725538985,273,51
2017,Saki West,Oyo,3.493538924,663,130
2017,Sandamu,Katsina,4.195593145,879,131
2017,Sanga,Kaduna,5.990310173,373,117
2017,Sapele,Delta,7.823245645,434,183
2017,Sardauna,Taraba,5.160575776,390,159
2017,Shagamu,Ogun,6.779734397,227,95
2017,Shagari,Sokoto,3.029523248,922,85
2017,Shanga,Kebbi,3.113335413,131,59
2017,Shani,Borno,1.975606808,908,156
2017,Shanono,Kano,4.729361153,394,132
2017,Shelleng,Adamawa,2.091812326,364,189
2017,Shendam,Plateau,5.726215016,942,66
2017,Shinkafi,Zamfara,3.444826458,411,193
2017,Shira,Bauchi,3.774852207,997,176
2017,Shiroro,Niger,4.917781119,410,132
2017,Shomgom,Gombe,2.675051866,400,139
2017,Somolu,Lagos,6.758640766,635,113
2017,Silame,Sokoto,2.756561839,448,151
2017,Soba,Kaduna,4.72015727,447,165
2017,Sokoto North,Sokoto,2.614173532,434,108
2017,Sokoto South,Sokoto,2.825264692,426,51
2017,Song,Adamawa,1.794536105,330,81
2017,Southern Ijaw,Bayelsa,5.744279357,795,135
2017,Sule Tankarkar,Jigawa,3.816052181,765,175
2017,Suleja,Niger,6.275293668,267,179
2017,Sumaila,Kano,4.5676794,230,190
2017,Suru,Kebbi,2.818382122,847,196
2017,Surulere,Lagos,6.569366932,268,188
2017,Surulere,Oyo,5.290787865,663,197
2017,Tafa,Niger,6.245263508,314,134
2017,Tafawa Balewa,Bauchi,4.556897043,566,173
2017,Tai,Rivers,6.170310895,140,173
2017,Takai,Kano,4.37050187,110,197
2017,Takum,Taraba,6.455710702,575,174
2017,Talata Mafara,Zamfara,3.662126917,426,167
2017,Tambuwal,Sokoto,2.831164931,354,151
2017,Tangaza,Sokoto,2.471487918,913,194
2017,Tarauni,Kano,4.965656281,471,59
2017,Tarka,Benue,7.781455994,137,187
2017,Tarmuwa,Yobe,1.87207341,592,101
2017,Taura,Jigawa,3.910340623,871,170
2017,Tofa,Kano,4.86646986,406,115
2017,Toro,Bauchi,4.474478499,552,107
2017,Toto,Nasarawa,7.980783873,147,146
2017,Toungo,Adamawa,4.135065707,987,81
2017,Tsafe,Zamfara,4.360450975,201,125
2017,Tsanyawa,Kano,4.7306602,728,166
2017,Tudun Wada,Kano,4.637843905,910,91
2017,Tureta,Sokoto,3.211299841,793,185
2017,Udenu,Enugu,9.294635868,391,186
2017,Udi,Enugu,9.197948456,591,115
2017,Udu,Delta,7.329750729,900,63
2017,Udung Uko,Akwa Ibom,5.176970005,403,182
2017,Ughelli North,Delta,7.806996712,152,60
2017,Ughelli South,Delta,7.287110666,924,132
2017,Ugwunagbo,Abia,6.782730579,938,89
2017,Uhunmwonde,Edo,8.824860375,482,74
2017,Ukanafun,Akwa Ibom,6.146005929,966,161
2017,Ukum,Benue,6.714144142,113,198
2017,Ukwa East,Abia,6.3630898,952,151
2017,Ukwa West,Abia,6.714643717,893,175
2017,Ukwuani,Delta,8.380620639,436,64
2017,Umu Nneochi,Abia,8.542434897,959,97
2017,Umuahia North,Abia,7.793741405,771,143
2017,Umuahia South,Abia,7.614931965,810,147
2017,Ungogo,Kano,4.604031622,695,188
2017,Onuimo,Imo,8.235156536,980,67
2017,Uruan,Akwa Ibom,5.82922372,736,197
2017,Urue Offong/Oruko,Akwa Ibom,4.823527654,512,155
2017,Ushongo,Benue,7.684564484,860,193
2017,Ussa,Taraba,6.425444752,175,79
2017,Uvwie,Delta,7.876314926,634,162
2017,Uyo,Akwa Ibom,5.915751362,458,78
2017,Uzo Uwani,Enugu,9.641420825,417,131
2017,Vandeikya,Benue,7.648025036,623,177
2017,Wamako,Sokoto,2.759265979,107,102
2017,Wamba,Nasarawa,6.201993768,794,150
2017,Warawa,Kano,4.56329604,978,70
2017,Warji,Bauchi,3.878668297,349,117
2017,Warri North,Delta,7.574389208,502,138
2017,Warri South,Delta,7.542728758,732,167
2017,Warri South West,Delta,7.357161629,931,57
2017,Wasagu/Danko,Kebbi,3.635558248,867,200
2017,Wase,Plateau,4.565803878,814,129
2017,Wudil,Kano,4.595552958,819,199
2017,Wukari,Taraba,6.250212427,968,67
2017,Wurno,Sokoto,2.779398864,280,123
2017,Wushishi,Niger,4.686322309,103,89
2017,Yabo,Sokoto,2.737210457,886,174
2017,Yagba East,Kogi,6.763679703,202,184
2017,Yagba West,Kogi,6.193642787,640,187
2017,Yakuur,Cross River,7.323920273,565,110
2017,Yala,Cross River,8.016992838,998,75
2017,Yamaltu/Deba,Gombe,2.177739068,221,127
2017,Yankwashi,Jigawa,4.126718879,207,125
2017,Yauri,Kebbi,3.321712255,458,199
2017,Yenagoa,Bayelsa,6.886719749,533,54
2017,Yola North,Adamawa,2.295679212,359,109
2017,Yola South,Adamawa,2.371933591,117,58
2017,Yorro,Taraba,3.254331722,540,130
2017,Yunusari,Yobe,1.638550942,924,129
2017,Yusufari,Yobe,2.137801655,613,198
2017,Zaki,Bauchi,3.088317579,383,122
2017,Zango,Katsina,3.897843048,761,188
2017,Zangon Kataf,Kaduna,5.438202271,500,107
2017,Zaria,Kaduna,4.772302774,786,71
2017,Zing,Taraba,3.08473267,382,137
2017,Zurmi,Zamfara,3.746727046,507,152
2017,Zuru,Kebbi,3.491738146,131,60
2018,Aba North,Abia,7.380399704,711,156
2018,Aba South,Abia,6.438797474,144,84
2018,Abadam,Borno,1.095330665,390,177
2018,Abaji,Federal Capital Territory,6.762135419,921,120
2018,Abak,Akwa Ibom,6.24282326,850,178
2018,Abakaliki,Ebonyi,8.187606752,392,154
2018,Abeokuta North,Ogun,6.092763382,562,104
2018,Abeokuta South,Ogun,5.657066345,976,198
2018,Abi,Cross River,7.797941632,857,159
2018,Aboh Mbaise,Imo,7.837498665,902,164
2018,Abua/Odual,Rivers,6.623550495,513,154
2018,Abuja Municipal,Federal Capital Territory,6.754985733,260,134
2018,Adavi,Kogi,8.470280781,368,193
2018,Ado,Benue,8.790609775,164,85
2018,Ado-Odo/Ota,Ogun,6.376693743,436,90
2018,Ado Ekiti,Ekiti,6.964379231,421,186
2018,Afijio,Oyo,5.595153952,945,52
2018,Afikpo North,Ebonyi,7.900778566,251,79
2018,Afikpo South,Ebonyi,8.04380659,845,182
2018,Agaie,Niger,6.163908482,751,63
2018,Agatu,Benue,8.441297486,621,74
2018,Agege,Lagos,6.393749873,636,70
2018,Aguata,Anambra,8.744788647,383,119
2018,Agwara,Niger,3.004692637,274,139
2018,Ahiazu Mbaise,Imo,8.026653647,815,140
2018,Ahoada East,Rivers,7.034641396,282,115
2018,Ahoada West,Rivers,7.059220484,671,71
2018,Ayedaade,Osun,6.612555122,642,97
2018,Ayedire,Osun,6.048894167,691,165
2018,Gbonyin,Ekiti,7.507960081,724,146
2018,Ajaokuta,Kogi,8.796467584,677,67
2018,Ajeromi-Ifelodun,Lagos,6.448814154,340,114
2018,Ajingi,Kano,4.284192642,295,154
2018,Akamkpa,Cross River,6.281716928,107,149
2018,Akinyele,Oyo,5.869309902,562,91
2018,Akko,Gombe,2.780459747,494,68
2018,Akoko Edo,Edo,8.536099206,609,125
2018,Akoko North-East,Ondo,8.002048579,647,177
2018,Akoko North-West,Ondo,7.751631474,615,127
2018,Akoko South-East,Ondo,8.159000874,682,151
2018,Akoko South-West,Ondo,7.867559463,653,98
2018,Akpabuyo,Cross River,5.128677807,181,117
2018,Akuku-Toru,Rivers,5.654882745,348,94
2018,Akure North,Ondo,7.523236752,117,86
2018,Akure South,Ondo,7.297585821,691,103
2018,Akwanga,Nasarawa,6.47545059,808,74
2018,Albasu,Kano,4.332011223,942,99
2018,Aleiro,Kebbi,2.940506077,741,88
2018,Alimosho,Lagos,6.56582662,183,195
2018,Alkaleri,Bauchi,3.475679207,746,81
2018,Amuwo-Odofin,Lagos,6.593092918,344,130
2018,Anambra East,Anambra,9.279221429,101,196
2018,Anambra West,Anambra,9.255175821,444,200
2018,Anaocha,Anambra,8.942388852,889,141
2018,Andoni,Rivers,5.20604682,668,181
2018,Aninri,Enugu,8.541819175,519,116
2018,Aniocha North,Delta,9.134807178,446,150
2018,Aniocha South,Delta,8.968898576,224,99
2018,Anka,Zamfara,3.775809211,849,156
2018,Ankpa,Kogi,9.00242701,296,165
2018,Apa,Benue,8.618571933,461,139
2018,Apapa,Lagos,6.563479424,462,103
2018,Ardo Kola,Taraba,3.804675001,176,58
2018,Arewa,Kebbi,2.625822036,237,121
2018,Argungu,Kebbi,2.876994039,323,103
2018,Arochukwu,Abia,7.477118316,858,81
2018,Asa,Kwara,4.720280048,656,140
2018,Asari-Toru,Rivers,6.29057157,603,148
2018,Askira/Uba,Borno,1.296597551,808,118
2018,Atakumosa East,Osun,6.725517114,383,125
2018,Atakumosa West,Osun,6.335090121,744,185
2018,Atiba,Oyo,4.721058758,561,104
2018,Atigbo,Oyo,3.97222846,844,178
2018,Augie,Kebbi,2.785170078,679,182
2018,Auyo,Jigawa,3.442106434,756,80
2018,Awe,Nasarawa,6.739314827,197,192
2018,Awgu,Enugu,8.870563761,716,198
2018,Awka North,Anambra,9.32968537,659,53
2018,Awka South,Anambra,9.227882957,101,57
2018,Ayamelum,Anambra,9.431155576,615,157
2018,Babura,Jigawa,4.025672681,335,97
2018,Badagry,Lagos,6.24766856,244,63
2018,Bade,Yobe,2.425237093,553,194
2018,Bagudo,Kebbi,2.611027783,932,82
2018,Bagwai,Kano,4.466341823,319,117
2018,Bakassi,Cross River,4.779626369,134,141
2018,Bakori,Katsina,4.518120148,654,193
2018,Bakura,Zamfara,3.44565442,719,118
2018,Balanga,Gombe,2.406869016,763,152
2018,Bali,Taraba,4.702647224,580,164
2018,Bama,Borno,1.137159417,330,177
2018,Barkin Ladi,Plateau,5.338037751,260,121
2018,Baruten,Kwara,2.907780188,539,189
2018,Bassa,Kogi,8.636428439,790,94
2018,Bassa,Plateau,4.970062157,551,164
2018,Batagarawa,Katsina,4.000277901,207,190
2018,Batsari,Katsina,3.897315402,317,99
2018,Bauchi,Bauchi,3.793927741,240,51
2018,Baure,Katsina,3.967107195,139,107
2018,Bayo,Borno,2.137469741,729,74
2018,Bebeji,Kano,4.761810064,896,172
2018,Bekwarra,Cross River,7.639295968,589,143
2018,Bende,Abia,7.903761339,144,150
2018,Biase,Cross River,7.177403975,611,98
2018,Bichi,Kano,4.554690029,914,77
2018,Bida,Niger,5.592762232,177,140
2018,Billiri,Gombe,2.80078811,558,156
2018,Bindawa,Katsina,4.116498629,621,189
2018,Binji,Sokoto,2.676269319,442,196
2018,Biriniwa,Jigawa,3.065960332,661,65
2018,Birnin Kudu,Jigawa,4.059160709,690,150
2018,Birnin Gwari,Kaduna,4.393643988,862,72
2018,Birnin Kebbi,Kebbi,2.803576871,736,72
2018,Birnin Magaji,Zamfara,3.982684662,954,114
2018,Biu,Borno,1.760844978,677,71
2018,Bodinga,Sokoto,3.120519736,987,169
2018,Bogoro,Bauchi,4.628989398,432,159
2018,Boki,Cross River,7.084056905,697,52
2018,Bokkos,Plateau,5.859836016,170,122
2018,Boluwaduro,Osun,5.882305543,242,199
2018,Bomadi,Delta,7.152955532,640,107
2018,Bonny,Rivers,5.377853534,227,189
2018,Borgu,Niger,2.780130846,582,157
2018,Boripe,Osun,6.133958721,105,99
2018,Bosso,Niger,5.168548983,493,97
2018,Brass,Bayelsa,5.1422589,577,169
2018,Buji,Jigawa,3.75419871,146,144
2018,Bukkuyum,Zamfara,3.599201942,530,55
2018,Bungudu,Zamfara,3.911543458,198,111
2018,Bunkure,Kano,4.631151421,213,57
2018,Bunza,Kebbi,2.58861225,214,61
2018,Bursari,Yobe,2.059492253,898,86
2018,Buruku,Benue,7.454268016,976,107
2018,Burutu,Delta,6.804945103,922,53
2018,Bwari,Federal Capital Territory,6.382720008,260,141
2018,Calabar Municipal,Cross River,5.614710808,705,141
2018,Calabar South,Cross River,5.363919338,531,107
2018,Chanchaga,Niger,5.415056705,499,108
2018,Charanchi,Katsina,4.215344261,503,57
2018,Chibok,Borno,1.402515132,150,128
2018,Chikun,Kaduna,5.0086294,270,134
2018,Dala,Kano,4.386507511,202,69
2018,Damaturu,Yobe,1.871275379,861,150
2018,Damban,Bauchi,2.718150268,644,56
2018,Dambatta,Kano,4.25704155,412,195
2018,Damboa,Borno,1.433195716,431,181
2018,Dan Musa,Katsina,4.24034176,531,123
2018,Dandi,Kebbi,2.59708355,393,95
2018,Dandume,Katsina,4.45851522,230,200
2018,Dange Shuni,Sokoto,3.223954207,249,187
2018,Danja,Katsina,4.537909311,613,168
2018,Darazo,Bauchi,2.935398167,410,146
2018,Dass,Bauchi,4.381576227,176,153
2018,Daura,Katsina,3.872656663,584,55
2018,Dawakin Kudu,Kano,4.526401361,883,117
2018,Dawakin Tofa,Kano,4.456747234,758,163
2018,Degema,Rivers,5.748077378,659,126
2018,Dekina,Kogi,8.976932208,841,181
2018,Demsa,Adamawa,2.504015057,648,156
2018,Dikwa,Borno,1.104130163,872,173
2018,Doguwa,Kano,4.646720983,122,174
2018,Doma,Nasarawa,7.751330015,424,155
2018,Donga,Taraba,5.968112332,234,155
2018,Dukku,Gombe,2.803005905,342,76
2018,Dunukofia,Anambra,9.630237579,525,176
2018,Dutse,Jigawa,4.112255855,967,107
2018,Dutsi,Katsina,3.99678727,466,177
2018,Dutsin Ma,Katsina,4.270493865,113,185
2018,Eastern Obolo,Akwa Ibom,5.144700686,897,181
2018,Ebonyi,Ebonyi,8.575640392,614,123
2018,Edati,Niger,5.108126302,121,166
2018,Ede North,Osun,5.955588023,838,112
2018,Ede South,Osun,5.943278599,453,190
2018,Edu,Kwara,4.789127386,624,57
2018,Efon,Ekiti,6.609175273,255,145
2018,Egbado North,Ogun,5.793314785,894,197
2018,Egbado South,Ogun,6.216218928,854,151
2018,Egbeda,Oyo,6.299991528,594,126
2018,Egbedore,Osun,5.763021045,291,149
2018,Egor,Edo,8.381015778,614,100
2018,Ehime Mbano,Imo,8.190855094,537,85
2018,Ejigbo,Osun,5.714925718,857,122
2018,Ekeremor,Bayelsa,6.286980892,663,98
2018,Eket,Akwa Ibom,5.090513706,200,152
2018,Ekiti,Kwara,6.3441576,157,172
2018,Ekiti East,Ekiti,7.438120312,266,131
2018,Ekiti South-West,Ekiti,6.761507948,950,121
2018,Ekiti West,Ekiti,6.701156696,291,104
2018,Ekwusigo,Anambra,8.956012249,885,53
2018,Eleme,Rivers,6.198552728,805,78
2018,Emohua,Rivers,6.898156404,993,70
2018,Emure,Ekiti,7.431324005,498,83
2018,Enugu East,Enugu,9.196220398,792,161
2018,Enugu North,Enugu,9.267929395,989,183
2018,Enugu South,Enugu,9.288827419,422,101
2018,Epe,Lagos,7.082124334,573,77
2018,Esan Central,Edo,8.96087141,599,191
2018,Esan North-East,Edo,9.067866707,117,123
2018,Esan South-East,Edo,9.195749198,585,103
2018,Esan West,Edo,8.860204485,188,66
2018,Ese Odo,Ondo,7.491172762,725,140
2018,Esit Eket,Akwa Ibom,4.885421276,846,60
2018,Essien Udim,Akwa Ibom,6.666588497,316,188
2018,Etche,Rivers,7.001776413,747,50
2018,Ethiope East,Delta,8.033213663,942,191
2018,Ethiope West,Delta,8.125404534,987,165
2018,Eti-Osa,Lagos,7.0427502,474,119
2018,Etim Ekpo,Akwa Ibom,6.35807234,484,121
2018,Etinan,Akwa Ibom,5.80922087,418,115
2018,Etsako Central,Edo,9.246918808,143,89
2018,Etsako East,Edo,9.026022988,506,83
2018,Etsako West,Edo,9.012676798,777,106
2018,Etung,Cross River,6.840562472,438,104
2018,Ewekoro,Ogun,6.410608443,964,104
2018,Ezeagu,Enugu,9.252291203,679,162
2018,Ezinihitte,Imo,7.971793294,105,54
2018,Ezza North,Ebonyi,8.570381018,790,139
2018,Ezza South,Ebonyi,8.334345871,982,128
2018,Fagge,Kano,4.546438217,128,111
2018,Fakai,Kebbi,3.309687437,426,185
2018,Faskari,Katsina,4.320700846,707,107
2018,Fika,Yobe,2.416661109,925,102
2018,Fufure,Adamawa,2.335949087,213,112
2018,Funakaye,Gombe,2.280872292,174,200
2018,Fune,Yobe,2.196100178,282,55
2018,Funtua,Katsina,4.350596318,620,188
2018,Gabasawa,Kano,4.288785744,463,158
2018,Gada,Sokoto,2.575163465,174,113
2018,Gagarawa,Jigawa,3.666657996,483,161
2018,Gamawa,Bauchi,2.913033094,752,153
2018,Ganjuwa,Bauchi,3.588743932,333,161
2018,Ganye,Adamawa,3.389959332,998,114
2018,Garki,Jigawa,4.041283593,254,153
2018,Garko,Kano,4.435782296,709,147
2018,Garum Mallam,Kano,4.710189939,787,121
2018,Gashaka,Taraba,4.840200998,613,138
2018,Gassol,Taraba,4.903224454,382,144
2018,Gaya,Kano,4.386163367,711,171
2018,Gbako,Niger,5.202665469,171,113
2018,Gboko,Benue,7.843770545,420,61
2018,Geidam,Yobe,1.768750157,782,128
2018,Gezawa,Kano,4.521855766,904,159
2018,Giade,Bauchi,3.259181793,297,89
2018,Girei,Adamawa,2.064698318,707,99
2018,Giwa,Kaduna,4.70220089,255,106
2018,Gokana,Rivers,5.926742713,107,112
2018,Gombe,Gombe,2.690395355,279,80
2018,Gombi,Adamawa,1.611162073,233,90
2018,Goronyo,Sokoto,2.830963791,350,124
2018,Gubio,Borno,1.54516061,266,56
2018,Gudu,Sokoto,2.479861792,679,73
2018,Gujba,Yobe,1.824106912,412,110
2018,Gulani,Yobe,2.053912953,518,195
2018,Guma,Benue,7.640135926,975,52
2018,Gumel,Jigawa,3.784001044,569,90
2018,Gummi,Zamfara,3.395922363,412,178
2018,Gurara,Niger,5.941942369,158,74
2018,Guri,Jigawa,2.825145728,523,177
2018,Gusau,Zamfara,4.175524424,894,185
2018,Guyuk,Adamawa,2.181132933,296,87
2018,Guzamala,Borno,1.31619464,711,103
2018,Gwadabawa,Sokoto,2.668229047,862,192
2018,Gwagwalada,Federal Capital Territory,6.409936771,947,175
2018,Gwale,Kano,4.481019497,440,98
2018,Gwandu,Kebbi,3.03272525,366,56
2018,Gwaram,Jigawa,3.60132645,744,160
2018,Gwarzo,Kano,4.571719742,923,116
2018,Gwer East,Benue,8.31899549,906,115
2018,Gwer West,Benue,8.415528446,155,107
2018,Gwiwa,Jigawa,4.202212446,153,133
2018,Gwoza,Borno,1.223942419,374,157
2018,Hadejia,Jigawa,3.757536888,153,190
2018,Hawul,Borno,1.642753173,569,138
2018,Hong,Adamawa,1.437858256,352,179
2018,Ibadan North,Oyo,5.689936161,188,107
2018,Ibadan North-East,Oyo,5.978105187,409,153
2018,Ibadan North-West,Oyo,6.082174182,594,100
2018,Ibadan South-East,Oyo,5.946462631,414,198
2018,Ibadan South-West,Oyo,6.311183453,507,155
2018,Ibaji,Kogi,9.365526221,970,77
2018,Ibarapa Central,Oyo,5.733144085,349,102
2018,Ibarapa East,Oyo,5.617901714,295,189
2018,Ibarapa North,Oyo,5.186469364,689,97
2018,Ibeju-Lekki,Lagos,6.986013603,313,145
2018,Ibeno,Akwa Ibom,4.640358289,778,103
2018,Ibesikpo Asutan,Akwa Ibom,5.901031426,536,107
2018,Ibi,Taraba,5.980650339,645,165
2018,Ibiono Ibom,Akwa Ibom,6.550737023,857,142
2018,Idah,Kogi,9.364272118,939,156
2018,Idanre,Ondo,7.710205915,871,66
2018,Ideato North,Imo,8.685560703,855,152
2018,Ideato South,Imo,8.61444664,233,129
2018,Idemili North,Anambra,8.956105709,708,123
2018,Idemili South,Anambra,8.93311278,491,175
2018,Ido,Oyo,5.918339782,619,187
2018,Ido/Osi,Ekiti,6.609914243,522,101
2018,Ifako-Ijaiye,Lagos,6.062311172,987,154
2018,Ife Central,Osun,6.34950614,155,92
2018,Ife East,Osun,6.57669442,296,83
2018,Ife North,Osun,6.678656308,500,55
2018,Ife South,Osun,6.880846666,575,194
2018,Ifedayo,Osun,6.003355408,147,102
2018,Ifedore,Ondo,7.1632816,949,81
2018,Ifelodun,Kwara,5.228938847,938,185
2018,Ifelodun,Osun,5.861157775,447,139
2018,Ifo,Ogun,6.625072171,484,121
2018,Igabi,Kaduna,4.861835849,881,60
2018,Igalamela/Odolu,Kogi,9.340275608,377,106
2018,Igbo Etiti,Enugu,9.37495451,429,79
2018,Igbo Eze North,Enugu,9.35364151,869,96
2018,Igbo Eze South,Enugu,9.505266031,835,84
2018,Igueben,Edo,9.081290627,736,115
2018,Ihiala,Anambra,8.578151703,864,111
2018,Ihitte/Uboma,Imo,8.171270728,134,60
2018,Ijebu East,Ogun,7.144594881,897,168
2018,Ijebu North,Ogun,6.813496297,665,189
2018,Ijebu North East,Ogun,7.002315044,464,99
2018,Ijebu Ode,Ogun,7.076687622,458,133
2018,Ijero,Ekiti,6.401528676,255,88
2018,Ijumu,Kogi,7.684218129,855,93
2018,Ika,Akwa Ibom,6.508013725,722,119
2018,Ika North East,Delta,8.923802185,663,152
2018,Ika South,Delta,8.890624183,618,86
2018,Ikara,Kaduna,4.78542792,563,91
2018,Ikeduru,Imo,8.070186536,464,140
2018,Ikeja,Lagos,6.718185902,628,110
2018,Ikenne,Ogun,7.080216527,723,59
2018,Ikere,Ekiti,7.282255173,839,76
2018,Ikole,Ekiti,6.900763738,108,144
