place,year,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
Kirikasama,2017,Kiri Kasama,Jigawa,3.092056274,485,70
KISHI,2017,Irepo,Oyo,3.320508003,1243,87
Kiyawa,2017,Kiyawa,Jigawa,4.248761654,1925,35
Kogin Baba,2017,Toungo,Adamawa,4.395920277,1994,84
KOKO,2017,Shanga,Kebbi,2.952608585,440,17
Kokori,2017,Ethiope East,Delta,7.260005474,1756,26
Kokuwa,2017,Gulani,Yobe,2.301843166,1971,39
Kombo,2017,Balanga,Gombe,2.583846569,537,81
Konduga,2017,Konduga,Borno,1.559081435,1152,91
Konkul,2017,Maiha,Adamawa,1.057402849,1787,87
Konkwesso,2017,Borgu,Niger,2.490041256,809,38
KONTAGORA,2017,Kontagora,Niger,3.388656139,1123,85
Kotonkoro,2017,Mariga,Niger,3.794231415,713,72
Kubacha,2017,Kagarko,Kaduna,6.307486534,1527,56
Kubli,2017,Borgu,Niger,2.197379827,1263,42
Kudan,2017,Kudan,Kaduna,4.25142765,151,24
Kujakwa,2017,Kuje,Federal Capital Territory,7.316226482,1007,10
Kuje,2017,Abuja Municipal,Federal Capital Territory,6.565862656,1951,60
Kukawa,2017,Kukawa,Borno,1.183557868,1754,85
Kumagunnam,2017,Yusufari,Yobe,2.566114426,1443,25
Kumshe,2017,Bama,Borno,0.758626163,876,33
Kumuo,2017,Shira,Bauchi,3.873773813,1704,51
Kunchi,2017,Kunchi,Kano,4.960967064,1543,19
Kunya,2017,Minjibir,Kano,4.445575714,1462,87
Kura,2017,Kura,Kano,4.800252438,935,88
Kurama Suko,2017,Fakai,Kebbi,3.305126905,321,80
Kurdula,2017,Gudu,Sokoto,1.831237912,1897,24
Kurfi,2017,Kurfi,Katsina,4.071882248,560,47
Kurua,2017,Tureta,Sokoto,3.463685274,726,20
Kurugin Maidowa,2017,Mariga,Niger,4.573222637,796,54
Kurukuru,2017,Sabon Birni,Sokoto,2.595043898,166,94
Kusheriki,2017,Rafi,Niger,3.932501316,1030,77
Kutigi,2017,Lavun,Niger,4.747100353,1945,36
Kutiluko,2017,Agaie,Niger,5.948151588,1295,6
Kutiwenji,2017,Lavun,Niger,4.557002068,1527,18
Kwadaga,2017,Birnin Gwari,Kaduna,4.454604626,1811,81
Kwajaffa Babur,2017,Hawul,Borno,0.820316613,326,9
Kwali,2017,Kwali,Federal Capital Territory,6.847672939,405,48
Kware,2017,Kware,Sokoto,3.284481764,606,10
Kwiambana,2017,Maru,Zamfara,3.915744305,1063,20
Kwolla,2017,Qua'an Pan,Plateau,5.913905621,1721,71
Lafagu,2017,Bagudo,Kebbi,2.698477745,510,39
Lafia,2017,Dekina,Kogi,9.339458466,1352,10
LAFIAGI,2017,Edu,Kwara,5.240078449,710,13
LAGOS,2017,Eti-Osa,Lagos,6.98724556,1155,83
Lalupon,2017,Lagelu,Oyo,5.996480942,304,10
Lame,2017,Toro,Bauchi,4.505077839,1571,76
Laminga,2017,Nasarawa,Nasarawa,7.506577492,1101,23
Langtang,2017,Langtang North,Plateau,5.28812933,1702,72
Lanlate,2017,Ibarapa East,Oyo,5.758297443,755,82
Lantewa,2017,Tarmuwa,Yobe,1.715503335,584,22
Lapai,2017,Lapai,Niger,6.231842518,929,64
Lau,2017,Lau,Taraba,3.323424816,537,100
Lema,2017,Arewa,Kebbi,2.653686523,1044,78
LERE,2017,Tafawa Balewa,Bauchi,4.779146194,1544,19
Letugbene,2017,Ekeremor,Bayelsa,5.905334949,608,98
Libba,2017,Maiyama,Kebbi,2.992365599,709,73
Limanti,2017,Mafa,Borno,1.488620043,1358,80
Little Gombi,2017,Gombi,Adamawa,1.763406634,1629,74
Ljaiye,2017,Itesiwaju,Oyo,4.087523937,1125,40
LOGOMANI,2017,Ngala,Borno,1.200917959,1669,74
LOKOJA,2017,Lokoja,Kogi,9.261518478,921,44
Lollo,2017,Bagudo,Kebbi,3.187704802,1543,52
Madalla,2017,Suleja,Niger,6.511894226,534,15
Madara,2017,Katagum,Bauchi,2.792666435,985,63
Mafa,2017,Mafa,Borno,1.526400328,758,23
Magami,2017,Gusau,Zamfara,4.149088383,988,89
Magumeri,2017,Magumeri,Borno,1.672850966,1569,86
Mahuta,2017,Fakai,Kebbi,3.269284725,170,38
Mai Gora,2017,Faskari,Katsina,4.335885525,578,42
MAIDUGURI,2017,Maiduguri,Borno,1.279267669,572,73
Maigatari,2017,Maigatari,Jigawa,3.231766224,1774,78
Maiha,2017,Maiha,Adamawa,1.257154226,1757,92
Maimadi,2017,Alkaleri,Bauchi,2.817191839,1944,6
Mainok,2017,Kaga,Borno,1.555204153,1139,52
Maiyema,2017,Maiyama,Kebbi,2.511653662,807,74
MAKURDI,2017,Makurdi,Benue,8.282894135,1478,23
Mala,2017,Gassol,Taraba,5.192840576,1826,76
Malissa,2017,Gwandu,Kebbi,2.592848539,568,5
Mallamji,2017,Tureta,Sokoto,3.174078465,1882,97
Malum Maja,2017,Dikwa,Borno,1.311024547,895,42
Malumfashi,2017,Malumfashi,Katsina,4.726187229,1431,98
Mamu,2017,Ijebu North,Ogun,6.610434055,455,7
Manegi,2017,Mashegu,Niger,4.003809452,1852,50
Mani,2017,Mani,Katsina,4.564772606,241,29
Manmagi,2017,Gbako,Niger,5.133194923,1122,10
Manu,2017,Tangaza,Sokoto,2.089361668,1244,77
Maradun,2017,Maradun,Zamfara,3.752939224,1992,31
Marafa,2017,Fakai,Kebbi,3.132100105,1445,15
Mararaba,2017,Donga,Taraba,6.048773766,1284,5
Marguba,2017,Kaga,Borno,1.490267634,463,97
Marnona,2017,Wurno,Sokoto,2.921336412,1986,82
Marte,2017,Marte,Borno,1.161430001,1508,94
Masba,2017,Konduga,Borno,0.997876763,1162,29
Mashe,2017,Edu,Kwara,4.868971825,1192,77
Matani,2017,Toto,Nasarawa,8.077715874,1968,52
Matari,2017,Soba,Kaduna,4.858180523,1744,14
Mato,2017,Shendam,Plateau,5.694025517,209,12
Matsena,2017,Machina,Yobe,2.878830671,920,30
Mayaki,2017,Lapai,Niger,6.416437149,963,49
Mayo Faran,2017,Mayo Belwa,Adamawa,3.021755219,1965,68
Mayo Lope,2017,Demsa,Adamawa,2.538340569,787,29
Mayo Ndaga,2017,Sardauna,Taraba,5.119874954,1986,65
Mbara,2017,Vandeikya,Benue,7.717568398,1133,78
Meko,2017,Imeko Afon,Ogun,5.300928116,1193,11
Meori,2017,Yusufari,Yobe,2.404979467,772,74
MINNA,2017,Chanchaga,Niger,5.505366802,683,86
Miringa,2017,Biu,Borno,2.245377541,780,87
Misau,2017,Misau,Bauchi,2.798014164,1243,38
Miya,2017,Ganjuwa,Bauchi,3.595163107,1661,90
Mogo,2017,Agwara,Niger,3.171899557,1516,19
MOKWA,2017,Mokwa,Niger,4.330726624,1860,95
Monguno,2017,Monguno,Borno,1.043521285,309,71
Moniya,2017,Akinyele,Oyo,5.995837212,1756,77
Monkin,2017,Zing,Taraba,3.096647263,1816,43
Mopa,2017,Mopa Muro,Kogi,7.115725517,1133,32
Moriki,2017,Zurmi,Zamfara,3.800901651,688,33
Moroa,2017,Akwanga,Nasarawa,6.346389294,1071,81
Mosalachi,2017,Mokwa,Niger,6.008155823,1382,35
Moshi,2017,Kaiama,Kwara,2.855138063,1989,63
Mubi,2017,Mubi South,Adamawa,1.015462279,1018,49
Muduru,2017,Mani,Katsina,4.474042416,846,48
Mule,2017,Mashegu,Niger,3.519849062,1203,23
Mulgai,2017,Damboa,Borno,0.690287411,1337,62
Mungadi,2017,Maiyama,Kebbi,2.684877872,887,32
Murba,2017,Damaturu,Yobe,1.851655722,1359,19
Muri,2017,Karim-Lamido,Taraba,3.824688673,976,94
Musawa,2017,Musawa,Katsina,4.773346424,1574,7
Mutum Biyu,2017,Gassol,Taraba,4.390630245,1567,74
Mutumji,2017,Maru,Zamfara,3.945930958,1031,85
Muya,2017,Birnin Gwari,Kaduna,4.375098228,1413,28
NAFADA,2017,Nafada,Gombe,2.245548725,1686,83
Namu,2017,Qua'an Pan,Plateau,6.389566898,1818,62
Nasarawa,2017,Shanga,Kebbi,3.313036442,1206,36
NASARAWA,2017,Nasarawa,Nasarawa,2.730447292,941,47
Nasarawa,2017,Bukkuyum,Zamfara,7.622068405,468,68
Ndashe,2017,Lapai,Niger,6.991035461,1390,72
Ngamdu,2017,Kaga,Borno,1.740473747,1482,33
Ngelewa,2017,Marte,Borno,1.200532198,360,30
Ngurore,2017,Yola South,Adamawa,2.560678005,294,17
NGURU,2017,Nguru,Yobe,2.946707726,1563,81
Nikrowa,2017,Ovia South-West,Edo,8.090519905,1549,36
Ningi,2017,Ningi,Bauchi,4.571684837,1580,64
Nsukka,2017,Nsukka,Enugu,9.088413239,1093,94
Nugmagi,2017,Lapai,Niger,7.464476109,959,94
Nugurosoye,2017,Bama,Borno,1.607506156,1900,91
Numan,2017,Numan,Adamawa,2.15417695,201,90
Obi,2017,Obi,Nasarawa,6.65415287,593,75
Obudu,2017,Obudu,Cross River,7.404625893,1498,80
Odenyi,2017,Bassa,Kogi,8.839859962,1579,98
Odo-Ogun,2017,Oyo West,Oyo,5.052710056,210,79
OFFA,2017,Offa,Kwara,5.987830162,773,24
OGBOMOSHO,2017,Ogbomosho North,Oyo,4.71786499,517,35
Ogboro,2017,Saki East,Oyo,3.489320278,1794,98
Ogidigbe,2017,Warri South West,Delta,6.442198753,1137,21
OGOJA,2017,Ogoja,Cross River,8.11890316,1126,53
Ogunbayo,2017,Ifelodun,Kwara,5.058602333,159,74
Oji River Settlement,2017,Oji River,Enugu,9.215138435,343,73
Okarki,2017,Ahoada West,Rivers,6.790818691,1092,90
Oke Igbira,2017,Ikole,Ekiti,7.279895306,854,41
OKE-IHO,2017,Kajola,Oyo,4.481324196,908,67
Oke-Ile,2017,Iwajowa,Oyo,4.804320812,1311,20
Okeluse,2017,Ovia North-East,Edo,8.639689445,639,36
Oke-Mesi,2017,Ekiti West,Ekiti,6.137320042,515,75
OKENE,2017,Adavi,Kogi,9.017816544,1301,65
Okha,2017,Ovia South-West,Edo,8.317115784,426,73
Okigwi,2017,Okigwe,Imo,8.214328766,764,81
Okitipupa,2017,Okitipupa,Ondo,7.510216713,1144,16
Okolushe-Egboro,2017,Pategi,Kwara,5.831290245,1897,8
Okpari,2017,Ughelli South,Delta,8.030700684,1325,80
Okpiniama,2017,Ogbia,Bayelsa,6.064173698,576,48
Okum Alfa,2017,Eti-Osa,Lagos,6.451866627,1079,47
Okumbiri,2017,Brass,Bayelsa,4.884059906,991,41
Okuta,2017,Baruten,Kwara,2.842750072,1557,94
Okwele,2017,Onuimo,Imo,8.42743969,1175,8
Ola,2017,Abeokuta North,Ogun,5.518341541,765,42
Olojudro,2017,Oluyole,Oyo,6.458294868,459,71
Olugo,2017,Ankpa,Kogi,8.993541718,841,41
Omolomo,2017,Warri North,Delta,6.395997047,1065,42
Omu-Aran,2017,Irepodun,Kwara,5.605806828,1789,52
Omuo,2017,Ekiti East,Ekiti,7.284555435,1622,81
ONDO,2017,Ondo West,Ondo,7.547045708,1435,20
ONITSHA,2017,Onitsha North,Anambra,9.056721687,1569,34
Ora,2017,Ovia North-East,Edo,7.846171856,1059,100
Orah,2017,Ovia South-West,Edo,7.442769527,811,73
Ore,2017,Odigbo,Ondo,7.605959415,1515,62
Oro,2017,Irepodun,Kwara,5.042617321,180,84
Orogun,2017,Ndokwa West,Delta,7.648979664,433,27
Oron,2017,Oron,Akwa Ibom,5.48445797,1245,8
Oru,2017,Ijebu North,Ogun,6.722958088,281,71
Osenseni,2017,Kogi,Kogi,7.825766563,1291,31
OSHOGBO,2017,Osogbo,Osun,5.660450459,1704,40
Osi,2017,Ekiti,Kwara,6.082687855,1363,23
Otuan,2017,Southern Ijaw,Bayelsa,6.672599316,458,71
Otun,2017,Moba,Ekiti,6.394500256,623,27
Oturkpo,2017,Otukpo,Benue,8.912554741,602,99
Oviri,2017,Okpe,Delta,7.587062359,1721,43
Owerri,2017,Owerri Municipal,Imo,7.591838837,339,11
OWO,2017,Owo,Ondo,8.403284073,725,96
OYO,2017,Oyo East,Oyo,5.671423435,418,77
Pai,2017,Wushishi,Niger,4.82079649,1519,57
Paiko,2017,Paikoro,Niger,5.060036182,679,34
Pambeguwa,2017,Kubau,Kaduna,5.046219349,107,63
Pandam,2017,Karu,Nasarawa,6.05727005,857,73
Pandogari,2017,Rafi,Niger,4.830187798,1037,64
PANKSHIN,2017,Pankshin,Plateau,5.224809647,1560,7
Panyam,2017,Mangu,Plateau,5.801644325,1490,26
Papalanto,2017,Ewekoro,Ogun,6.693225384,1662,55
Pari,2017,Kajuru,Kaduna,5.374162197,930,63
Pate,2017,Abaji,Federal Capital Territory,6.827393532,172,77
Pategi,2017,Pategi,Kwara,5.989398003,720,43
Pinau,2017,Wase,Plateau,4.840281487,463,7
Pizhi,2017,Lavun,Niger,4.221261501,1790,33
PORT HARCOURT,2017,Port Harcourt,Rivers,6.350942612,489,52
POTISKUM,2017,Potiskum,Yobe,2.577111721,1191,25
Pupanyunyu,2017,Askira/Uba,Borno,0.741283774,1004,98
Putuk,2017,Alkaleri,Bauchi,2.883342505,1725,75
Rafin Dinga,2017,Ningi,Bauchi,4.186690331,928,93
Rafin Tsaka,2017,Arewa,Kebbi,2.797796726,494,96
Rahama,2017,Lere,Kaduna,5.177805424,348,86
RAKA,2017,Gwadabawa,Sokoto,2.50269413,1505,45
Randeggi,2017,Birnin Gwari,Kaduna,4.449195862,1274,31
Rano,2017,Rano,Kano,4.641692162,1142,49
Rauta,2017,Bauchi,Bauchi,3.909175634,1585,23
Rijau,2017,Rijau,Niger,3.046956301,1690,99
RINGIM,2017,Ringim,Jigawa,4.402034283,1523,96
Rinjim Mukur,2017,Toro,Bauchi,4.991156578,910,8
Ruan Badu,2017,Maradun,Zamfara,3.575433016,1851,19
Rurum,2017,Rano,Kano,4.93531847,1230,73
Rusu,2017,Gusau,Zamfara,4.582991123,1037,95
Ruwan Doruwa,2017,Bungudu,Zamfara,3.504775763,1307,25
Ruwan Jema,2017,Bukkuyum,Zamfara,3.614363194,553,17
Sabon Birni,2017,Igabi,Kaduna,4.960791588,1914,74
Sabon Gari,2017,Toro,Bauchi,2.514739752,1904,44
Sabon Gari,2017,Darazo,Bauchi,2.940747261,729,68
Sabon Gari,2017,Koko/Besse,Kebbi,4.303221226,306,19
Sabon Gida,2017,Borgu,Niger,3.012719393,910,93
Sade,2017,Darazo,Bauchi,3.571869612,1312,75
Saforogbon,2017,Ese Odo,Ondo,7.868063927,1733,53
Sainyinan Daji,2017,Tambuwal,Sokoto,2.922474146,685,92
Sakaba,2017,Sakaba,Kebbi,4.317271233,798,28
Sakke,2017,Wasagu/Danko,Kebbi,3.470336437,1596,45
Sakwabe,2017,Arewa,Kebbi,2.318641186,1184,12
Salka,2017,Magama,Niger,3.509796858,1666,71
Samamiya,2017,Gwaram,Jigawa,3.860169888,492,52
Samia,2017,Bagudo,Kebbi,2.654273033,1561,89
Sanbi,2017,Bagudo,Kebbi,2.201663971,478,20
Sansanne,2017,Gassol,Taraba,5.099779129,541,55
Sanusi,2017,Odeda,Ogun,6.053930283,1412,74
SAPELE,2017,Sapele,Delta,7.54680872,1821,63
SARKIN PAWA,2017,Muya,Niger,5.151844501,1666,8
Sauri,2017,Tsafe,Zamfara,4.264541626,1157,56
Sendirdi,2017,Gassol,Taraba,4.922803879,679,61
Serti,2017,Gashaka,Taraba,5.205644608,926,69
Shagamu,2017,Shagamu,Ogun,6.815912247,1063,87
SHAKI,2017,Saki West,Oyo,3.676117659,1080,14
Shamaki,2017,Ningi,Bauchi,3.992840052,1195,97
Shani,2017,Shani,Borno,2.179591894,1358,18
Shanono,2017,Shanono,Kano,4.786077499,1722,98
Share,2017,Ifelodun,Kwara,4.165443897,507,54
Shemankar,2017,Shendam,Plateau,5.736153603,804,44
Shendam,2017,Shendam,Plateau,5.530776024,1029,67
Shika,2017,Mokwa,Niger,3.307905197,530,66
Shinaka,2017,Goronyo,Sokoto,2.768429279,641,18
Shiwun,2017,Obafemi Owode,Ogun,6.189918995,1135,38
Shomulekiri,2017,Kabba/Bunu,Kogi,7.003362656,1503,58
Shonga,2017,Edu,Kwara,4.585673332,885,79
Siluko,2017,Ovia South-West,Edo,7.561881065,1567,81
Sitti,2017,Sumaila,Kano,4.645648956,1653,5
Soba,2017,Soba,Kaduna,4.877798557,316,67
Sofo-Birnin-Gwari,2017,Birnin Gwari,Kaduna,4.203186035,1513,67
Sogaga,2017,Kubau,Kaduna,4.793157101,1032,52
SOKOTO,2017,Sokoto South,Sokoto,2.410745859,237,56
Song,2017,Song,Adamawa,1.518558264,1417,80
Sugu,2017,Ganye,Adamawa,3.510946512,928,62
Sumaila,2017,Sumaila,Kano,4.733393669,1344,80
Suntai,2017,Bali,Taraba,5.049152374,1960,91
Suru,2017,Suru,Kebbi,2.951672077,588,75
Suya,2017,Baruten,Kwara,2.720010042,1464,96
Swate,2017,Borgu,Niger,2.539687395,1500,14
Tafawa Balewa,2017,Tafawa Balewa,Bauchi,4.138876438,1147,88
Takai,2017,Takai,Kano,4.414801121,645,8
Taki,2017,Kabba/Bunu,Kogi,7.677560806,1333,49
TAKUM,2017,Takum,Taraba,6.445092678,1810,94
Takura,2017,Kwali,Federal Capital Territory,7.201457977,1321,46
Takuti,2017,Lapai,Niger,5.73145771,344,98
Talata Mafara,2017,Talata Mafara,Zamfara,4.158319473,810,58
Tando,2017,Abaji,Federal Capital Territory,6.468475819,840,98
Tapa,2017,Ibarapa North,Oyo,5.814623833,1562,45
Tapkin Fuss,2017,Gudu,Sokoto,2.032921314,1008,47
Taramal,2017,Alkaleri,Bauchi,4.248836994,857,73
Tegina,2017,Rafi,Niger,4.759741783,1271,51
Tepe,2017,Fufure,Adamawa,1.533694506,1963,44
Tilli,2017,Bunza,Kebbi,2.857199192,1975,48
Tongo,2017,Funakaye,Gombe,2.331126928,279,41
Tor Donga,2017,Katsina Ala,Benue,6.91519022,343,26
Toto,2017,Toto,Nasarawa,7.794249535,1238,63
Toungo,2017,Toungo,Adamawa,3.564978838,346,66
Tsamiya,2017,Tureta,Sokoto,3.060866833,161,20
Tsanni,2017,Batagarawa,Katsina,4.192576885,753,42
Tswafu,2017,Mashegu,Niger,3.860649586,999,88
Tudun Quardo,2017,Chikun,Kaduna,4.470240116,1447,62
Tudun Wada,2017,Tudun Wada,Kano,4.576809883,1293,11
Tukudawa,2017,Isa,Sokoto,3.542635918,474,79
Tundun Sakwa,2017,Chikun,Kaduna,4.857778549,650,99
Tunga Laila,2017,Shanga,Kebbi,2.927529335,1490,5
Tungan Gimba,2017,Lafia,Nasarawa,6.966426373,1639,75
Udubo,2017,Gamawa,Bauchi,2.972220421,1699,16
Ugbenu,2017,Ethiope West,Delta,8.544713974,1663,54
Ugep,2017,Yakuur,Cross River,7.876446724,157,18
Ugumji,2017,Ganjuwa,Bauchi,3.57538271,149,31
Uke,2017,Karu,Nasarawa,6.967383862,162,95
Ukehe,2017,Igbo Etiti,Enugu,9.390758514,1812,56
Ulmiri,2017,Yusufari,Yobe,2.321988583,419,81
Umuahia,2017,Umuahia North,Abia,8.102401733,1488,84
Umunede,2017,Ika North East,Delta,8.471496582,1144,12
Ungwan Zakara,2017,Birnin Gwari,Kaduna,4.55235672,1484,10
Ungwar Amere,2017,Jema'a,Kaduna,6.280675888,1255,49
Unkwoi,2017,Mariga,Niger,3.799738884,766,43
UROMI,2017,Esan North-East,Edo,8.720251083,1348,68
Uvbe,2017,Uhunmwonde,Edo,8.659439087,1030,13
Uyanga Okpo Usun,2017,Akamkpa,Cross River,6.311162472,876,8
Uyo,2017,Uyo,Akwa Ibom,5.855554581,1220,41
Uzawo,2017,Mariga,Niger,3.698104858,1853,56
Wamdewo,2017,Askira/Uba,Borno,1.196100235,1614,15
Wamuri,2017,Konduga,Borno,1.530892849,690,83
Warari,2017,Rijau,Niger,3.158807278,395,45
WARRI,2017,Warri South,Delta,7.840127945,773,58
Waru,2017,Abuja Municipal,Federal Capital Territory,6.844507694,1414,93
Wasagu,2017,Wasagu/Danko,Kebbi,3.689751625,1193,77
WAWA,2017,Borgu,Niger,2.741117001,1436,32
Waya,2017,Kwande,Benue,7.161539555,378,62
Worumokato,2017,Kaiama,Kwara,3.176980734,524,7
Wudil,2017,Wudil,Kano,4.513171673,1472,52
WUKARI,2017,Wukari,Taraba,6.561038017,345,30
Wurianka,2017,Shelleng,Adamawa,2.485170603,1139,50
Wurio,2017,Gassol,Taraba,5.263233185,1901,77
Wurno,2017,Wurno,Sokoto,2.093057632,1762,31
Wuro Yolde,2017,Fufure,Adamawa,2.037760496,1927,21
WUYA,2017,Mokwa,Niger,5.769784927,693,27
Wuyo,2017,Bayo,Borno,2.763491631,472,5
Yajiwa,2017,Konduga,Borno,1.711090565,137,40
Yako,2017,Kiru,Kano,4.911399364,1126,54
Yalowo,2017,Idanre,Ondo,8.198663712,1894,16
Yan Tumaki,2017,Dan Musa,Katsina,4.606638432,337,53
Yango,2017,Talata Mafara,Zamfara,4.012858391,1615,98
Yashikera,2017,Baruten,Kwara,2.335044861,1234,11
Yasku,2017,Magumeri,Borno,1.613057613,1380,50
Yekami,2017,Ife South,Osun,6.639792442,768,22
Yenagoa,2017,Yenagoa,Bayelsa,6.72228384,1164,92
Yola,2017,Yola North,Adamawa,2.133000851,1423,10
Yusufari,2017,Yusufari,Yobe,2.122386932,1161,28
Zaki Biam,2017,Ukum,Benue,6.918544769,469,43
Zari,2017,Mobbar,Borno,1.546293616,292,20
ZARIA,2017,Zaria,Kaduna,4.657579899,1008,60
Zeddi,2017,Jakusko,Yobe,2.381865025,1643,77
Zenabi,2017,Doguwa,Kano,4.614332676,1808,91
Zhiru,2017,Karim-Lamido,Taraba,3.906593084,339,20
Zindiwa,2017,Gamawa,Bauchi,2.449330807,351,22
Zogodo,2017,Tarmuwa,Yobe,1.760674953,1656,72
Zongon Daji,2017,Adavi,Kogi,8.56486702,1051,30
Zugurma,2017,Mashegu,Niger,3.787298441,744,40
ZUNGERU,2017,Wushishi,Niger,4.469487667,345,25
Zurak,2017,Wase,Plateau,3.495216846,1441,47
Zurmi,2017,Zurmi,Zamfara,4.147324085,667,70
Zuru,2017,Zuru,Kebbi,3.522428513,825,6
ABA,2018,Aba South,Abia,7.380399704,1279,83
Abakaliki,2018,Ebonyi,Ebonyi,8.759025574,1184,73
Abaragba,2018,Ikom,Cross River,7.174241066,1591,65
ABEOKUTA,2018,Abeokuta South,Ogun,5.657066345,1564,26
Abong,2018,Kurmi,Taraba,5.234160423,1514,94
ABUJA,2018,Abuja Municipal,Federal Capital Territory,6.608379841,1746,95
Addo,2018,Iseyin,Oyo,5.150372982,212,68
Adebka,2018,Bukkuyum,Zamfara,3.632105827,219,89
Ado,2018,Ado-Odo/Ota,Ogun,6.080605507,120,68
Ado-Ekiti,2018,Ado Ekiti,Ekiti,6.679273129,1416,60
Afikpo,2018,Afikpo North,Ebonyi,8.000104904,1350,11
Agam,2018,Kajuru,Kaduna,5.335819721,156,39
Agbado,2018,Gbonyin,Ekiti,7.756330967,395,78
Agbor,2018,Ika South,Delta,9.130526543,1763,69
Ageri,2018,Odeda,Ogun,6.043076992,169,52
Aggi,2018,Ekeremor,Bayelsa,6.672730923,893,60
Agholopke,2018,Okpe,Delta,7.905593872,1593,68
Ago Amadu,2018,Saki East,Oyo,3.473581314,192,57
Ago-Owu,2018,Ayedaade,Osun,6.889040947,1459,35
Agunrege,2018,Atigbo,Oyo,4.127694607,1193,81
Aiyetoro,2018,Egbado North,Ogun,5.944056034,1128,98
Ajapa,2018,Ese Odo,Ondo,7.020492554,106,26
AJASSE IPO,2018,Irepodun,Kwara,5.769262791,1539,98
Ajebo,2018,Obafemi Owode,Ogun,7.180876732,1568,48
Akerre,2018,Wushishi,Niger,4.692862034,1997,75
Akowe,2018,Afijio,Oyo,5.306609631,1851,22
Akungba,2018,Akoko South-West,Ondo,7.754275322,351,61
Akure,2018,Akure South,Ondo,6.979034424,1668,40
Akwana,2018,Logo,Benue,6.775457859,790,88
Akwanga,2018,Akwanga,Nasarawa,6.797709942,1181,90
Alagarno,2018,Fune,Yobe,1.845215917,1681,87
Alakuka,2018,Ijebu East,Ogun,7.259556293,988,98
Alawa,2018,Shiroro,Niger,5.128204346,686,90
Alkalere,2018,Alkaleri,Bauchi,3.909243584,848,26
Alla Soka,2018,Imeko Afon,Ogun,4.975293159,1586,21
Amaku,2018,Nasarawa,Nasarawa,7.818608284,1887,58
Amper,2018,Kanke,Plateau,4.857019901,597,70
Andaha,2018,Akwanga,Nasarawa,6.33780241,476,90
Anderai,2018,Maiyama,Kebbi,2.862916231,1340,70
Anka,2018,Anka,Zamfara,4.163798809,1707,56
Ankpa,2018,Ankpa,Kogi,9.311756134,445,61
Apawa,2018,Yorro,Taraba,3.670066595,655,90
Apoi,2018,Southern Ijaw,Bayelsa,5.556307316,565,62
Araromi,2018,Moro,Kwara,3.946783543,1560,9
Arege,2018,Abadam,Borno,1.105435491,403,25
Argungu,2018,Argungu,Kebbi,2.893863678,735,63
ASABA,2018,Oshimili South,Delta,9.023991585,826,71
Askira,2018,Askira/Uba,Borno,0.977475882,1328,19
Atijere,2018,Ilaje,Ondo,7.488597393,1843,7
Atsuku,2018,Kurmi,Taraba,5.260298729,1352,73
Atuma,2018,Giwa,Kaduna,4.500004292,774,59
Auchi,2018,Etsako West,Edo,8.838752747,1769,28
Augi,2018,Augie,Kebbi,2.498245239,297,61
Auna,2018,Magama,Niger,3.325726032,1685,62
Auno,2018,Konduga,Borno,1.387414813,1068,69
Awe,2018,Awe,Nasarawa,6.747364044,1243,55
Awgu,2018,Awgu,Enugu,8.910061836,1681,48
Awja Awdaw,2018,Egbado North,Ogun,5.970873356,1697,22
Awka,2018,Awka South,Anambra,9.136065483,1978,37
Ayale,2018,Dekina,Kogi,8.715184212,1538,25
Ayangba,2018,Dekina,Kogi,8.967712402,1854,79
Ayere,2018,Ijumu,Kogi,7.642329693,298,59
Azare,2018,Katagum,Bauchi,3.167464018,368,96
Babampa,2018,Tsafe,Zamfara,4.343569756,483,91
Babana,2018,Borgu,Niger,2.243813515,1424,99
Babura,2018,Babura,Jigawa,3.518920422,182,88
BADAGRI,2018,Badagry,Lagos,6.211461067,1132,37
Badir,2018,Chibok,Borno,0.991396248,1637,44
Badu,2018,Guzamala,Borno,1.196471095,333,29
Baga,2018,Kukawa,Borno,0.650041699,1300,84
Bagega,2018,Anka,Zamfara,3.808007717,1840,31
Bagizza,2018,Arewa,Kebbi,2.314429045,377,100
Bajida,2018,Fakai,Kebbi,3.586808443,371,28
Bakara,2018,Nasarawa,Nasarawa,7.436553478,206,14
Bakoreji,2018,Alkaleri,Bauchi,3.516775131,1894,18
Bakori,2018,Bakori,Katsina,4.605903625,108,80
Bakundi,2018,Bali,Taraba,4.767976284,1839,61
BAMA,2018,Bama,Borno,1.092961788,1480,59
Bamgi,2018,Gudu,Sokoto,2.706881285,1353,85
Bandegi,2018,Gbako,Niger,4.781535149,963,92
Bani,2018,Bagudo,Kebbi,2.456115007,628,84
Bansara,2018,Ogoja,Cross River,8.152460098,1720,49
Bara,2018,Kirfi,Bauchi,2.923880339,916,40
Barakin Ladi,2018,Barkin Ladi,Plateau,5.273322582,1113,41
Barasa,2018,Fufure,Adamawa,2.445332766,1330,76
Baro,2018,Agaie,Niger,6.752146721,880,14
Bashar,2018,Wase,Plateau,4.083704472,1215,47
BAUCHI,2018,Bauchi,Bauchi,4.066675186,939,45
Baure,2018,Baure,Katsina,3.623628855,1079,79
Bear Town,2018,Warri North,Delta,7.475412369,1476,80
Bebeji,2018,Bebeji,Kano,4.814763546,368,13
Bele,2018,Bagudo,Kebbi,2.954828739,368,69
